qtd_membros,duracao_dias,cartoes_previstos,story_points_previstos,tipo_dominio,complexidade_media,percentual_bugs,percentual_retrabalho,velocidade_passada,produtividade_estimada
6,17,30,0.8881257463396787,2,4.0,0.21,0.14,58.45,0.49841823506374117
4,17,40,0.3596594174627107,0,2.1,0.05,0.1,51.89,1.4036166748996044
5,19,28,0.6705219638609271,2,3.5,0.13,0.09,48.83,0.9243939714570886
3,11,33,-1.5132874245865435,2,3.5,0.25,0.19,51.4,-1.365225611657154
4,16,32,-0.7905320042106903,1,1.6,0.13,0.08,42.24,-0.5665211059196275
6,15,24,0.8648110553598125,0,3.7,0.25,0.22,50.91,0.47179475153915695
3,18,23,-0.18435003873416816,0,4.3,0.18,0.21,61.29,1.6698515101454467
3,13,32,-0.7672173132308241,1,1.8,0.14,0.18,62.62,0.3386773339162359
3,16,49,-0.7905320042106903,1,2.5,0.14,0.1,47.4,0.28543036686706746
4,18,47,-0.32423818461336557,2,2.2,0.08,0.14,43.89,0.23218339981789904
3,10,40,-1.1169376779288176,0,3.2,0.09,0.1,62.66,-0.46002717182129055
5,16,50,-0.41749694853283054,3,3.6,0.1,0.17,45.16,-0.5665211059196275
7,15,31,1.797398694554462,2,2.5,0.12,0.18,57.74,0.8711470044079201
7,17,34,2.3414081507513407,0,2.7,0.11,0.12,68.45,1.4036166748996044
6,19,24,1.2611608020175384,0,3.0,0.13,0.18,44.32,0.9243939714570886
4,13,46,-0.8682476408102444,0,3.3,0.1,0.1,50.53,-0.6996385235425485
3,13,27,-1.070308295969085,1,3.9,0.23,0.16,37.12,-0.3535332377229537
6,16,25,1.4476783298564684,2,3.7,0.23,0.21,32.32,1.1373818396537623
7,10,35,-0.9226485864299323,0,1.9,0.19,0.12,39.24,-1.7912013480505014
6,17,40,0.4917759996819527,1,2.9,0.1,0.12,51.89,0.04581901514580953
5,17,24,0.3596594174627107,0,3.7,0.1,0.16,30.64,0.49841823506374117
5,11,32,-0.14549222043439108,0,4.0,0.13,0.11,37.45,-0.1937923365754484
6,21,48,0.1653703259638254,1,3.4,0.15,0.14,31.08,-0.3269097541983695
5,18,29,0.8648110553598125,2,4.2,0.19,0.19,49.19,1.1906288067029307
3,20,20,-0.41749694853283054,3,3.5,0.22,0.18,31.61,1.1373818396537623
5,21,40,1.797398694554462,0,2.2,0.13,0.14,56.4,2.468556015882973
6,15,50,1.214531420057806,3,2.6,0.22,0.09,46.54,0.8711470044079201
7,15,31,0.9813845102591436,1,3.5,0.15,0.15,34.31,0.07244249867039375
6,20,24,0.0487968710644942,1,3.6,0.08,0.09,46.83,-0.46002717182129055
3,20,39,-0.18435003873416816,0,2.8,0.15,0.15,32.79,1.6698515101454467
5,11,33,-1.2140822236782602,1,3.8,0.13,0.17,36.91,-1.6580839304275803
5,10,34,-1.1169376779288176,0,4.1,0.22,0.18,48.94,-1.5249665128046592
5,17,40,-0.30092349363349935,0,3.2,0.16,0.09,32.92,-0.4067802047721221
5,18,45,0.5150906906618189,3,3.8,0.14,0.15,68.16,0.7114061032604149
7,20,34,3.157422335046659,3,1.6,0.14,0.11,56.62,2.202321180637131
4,17,50,0.3596594174627107,2,2.8,0.12,0.07,44.47,1.4036166748996044
7,13,37,-0.16103534775430192,3,2.7,0.08,0.18,43.7,-1.0457438093621432
4,12,22,-1.3500845877274799,3,3.3,0.21,0.17,59.69,-1.5249665128046592
3,19,39,-0.2892661481435662,0,3.3,0.19,0.15,66.57,1.4302401584241886
4,11,47,-0.9148770227699768,1,2.2,0.07,0.16,65.91,-0.7795089741163012
4,12,36,-1.3500845877274799,2,3.6,0.08,0.22,45.4,-1.5249665128046592
4,14,37,-0.10663440213461403,0,1.8,0.16,0.05,49.0,0.604912169162078
6,19,37,-0.06777658383483698,3,2.0,0.09,0.07,32.04,-0.5931445894442117
7,18,22,0.6549788365410163,1,3.6,0.13,0.15,53.57,-0.24703930362461685
5,14,34,-0.10663440213461403,0,3.0,0.09,0.1,68.96,-0.14054536952627997
3,13,28,-1.3733992787073461,0,3.9,0.15,0.2,49.88,-1.0457438093621432
4,15,38,-0.8837907681301552,2,3.0,0.06,0.08,43.28,-0.7262620070671327
6,13,32,0.14205563498395915,0,3.6,0.25,0.12,48.96,-0.3535332377229537
5,12,29,0.0487968710644942,1,2.3,0.13,0.18,45.42,0.07244249867039375
7,19,27,1.8517996401741497,2,1.7,0.11,0.05,67.09,0.9243939714570886
4,19,48,-0.8060751315306011,0,3.7,0.14,0.08,32.86,-0.5931445894442117
4,21,32,0.6549788365410163,1,3.7,0.19,0.16,38.77,1.9094628618667047
3,15,40,-1.2335111328281487,1,2.1,0.13,0.07,47.88,-0.7262620070671327
3,12,35,-1.3034552057677475,1,2.1,0.19,0.08,61.48,-0.886002908214638
4,21,45,0.328573162822889,1,1.6,0.14,0.09,35.78,1.350369707850436
4,10,26,-1.0392220413292634,3,4.5,0.25,0.11,40.74,-0.9924968423129749
4,16,24,-0.29315192997354395,3,2.5,0.14,0.08,38.76,0.28543036686706746
6,13,30,0.14205563498395915,2,1.5,0.2,0.17,39.95,-0.3535332377229537
3,19,20,-0.5107557124522955,0,4.5,0.14,0.13,50.78,0.9243939714570886
3,21,45,-0.8138466951905565,1,2.9,0.16,0.13,39.87,0.23218339981789904
3,19,49,-1.1752244053784833,0,4.1,0.23,0.1,39.36,-0.5931445894442117
6,17,27,1.2844754929974047,0,4.4,0.14,0.09,67.82,0.9510174549816728
5,19,50,-0.436925857682719,1,1.5,0.22,0.14,32.66,-0.5931445894442117
6,20,27,0.0487968710644942,0,3.0,0.08,0.18,32.56,-0.46002717182129055
3,15,29,-0.7089305857811584,0,1.7,0.22,0.1,37.71,0.47179475153915695
4,14,29,-0.5418419670921171,3,3.1,0.25,0.18,55.18,-0.14054536952627997
7,13,26,0.5461769453016405,3,4.0,0.18,0.18,58.1,-0.3535332377229537
7,11,47,-0.18823582056414587,2,3.1,0.26,0.15,58.26,-1.0723672928867274
3,15,42,-0.5340704034321617,3,2.0,0.14,0.19,54.99,0.8711470044079201
3,19,35,-0.5107557124522955,2,1.6,0.14,0.07,39.19,0.9243939714570886
5,19,34,1.4088205115566912,1,1.8,0.17,0.1,42.8,1.9360863453912889
5,10,47,-0.9226485864299323,0,3.8,0.14,0.21,32.1,-1.258731677558817
7,16,27,1.1989882927378952,0,1.5,0.04,0.04,61.95,0.28543036686706746
3,20,32,-0.41749694853283054,3,4.2,0.27,0.18,34.9,1.1373818396537623
6,11,23,-0.48744102147242924,1,3.5,0.25,0.17,34.76,-1.0723672928867274
4,16,50,-0.29315192997354395,3,3.8,0.21,0.09,53.06,0.28543036686706746
3,14,49,-1.1402523689086839,1,2.2,0.14,0.08,68.27,-0.513274138870459
4,10,28,-0.8837907681301552,0,4.3,0.09,0.11,34.86,-0.7262620070671327
6,19,20,-0.06777658383483698,2,2.4,0.09,0.12,50.16,-0.5931445894442117
6,10,41,-0.41749694853283054,2,4.0,0.25,0.11,67.9,-0.9924968423129749
6,19,42,1.2611608020175384,0,4.5,0.23,0.11,59.63,0.9243939714570886
6,16,32,0.7016082185007488,0,2.9,0.25,0.1,40.96,0.28543036686706746
5,17,40,-0.6312149491816044,1,1.9,0.06,0.08,54.87,-0.8593794246900538
3,20,29,-0.41749694853283054,3,1.8,0.18,0.09,64.13,1.1373818396537623
7,18,48,0.1653703259638254,0,4.0,0.21,0.21,63.01,-0.7262620070671327
7,20,33,3.157422335046659,3,3.1,0.23,0.21,34.79,2.202321180637131
7,14,35,0.3829741084425769,2,3.8,0.21,0.11,66.47,-0.513274138870459
4,19,39,0.3752025447826215,1,2.5,0.15,0.17,37.91,1.4302401584241886
5,19,48,1.0396712377088093,3,2.5,0.11,0.16,35.5,1.4302401584241886
7,15,25,0.1653703259638254,3,3.3,0.12,0.09,36.41,-0.7262620070671327
7,14,35,0.7637807277803921,2,3.2,0.22,0.19,36.89,-0.14054536952627997
6,12,23,0.2353143989034241,3,2.3,0.22,0.08,34.76,-0.24703930362461685
3,21,49,-0.0794339293247701,3,2.8,0.24,0.12,33.98,1.9094628618667047
7,18,48,2.123804368272589,1,4.1,0.13,0.14,39.39,1.1906288067029307
4,17,44,0.09542625302422668,1,3.2,0.16,0.13,58.88,0.9510174549816728
4,11,36,-1.085851423288996,2,3.3,0.12,0.14,64.82,-1.0723672928867274
4,20,36,0.20422814426360245,1,3.9,0.12,0.12,60.85,1.1373818396537623
5,16,21,0.5150906906618189,3,2.8,0.22,0.17,31.88,0.7114061032604149
3,12,23,-1.1635670598885501,2,2.3,0.24,0.07,62.19,-0.5665211059196275
5,12,48,-0.41749694853283054,2,1.9,0.08,0.04,53.94,-0.5665211059196275
6,19,37,0.81818167340008,2,1.7,0.03,0.18,48.48,0.41854778448998853
7,12,23,0.0021674891047617313,1,3.9,0.22,0.08,39.73,-0.886002908214638
5,11,22,-1.2140822236782602,2,1.6,0.16,0.16,50.45,-1.6580839304275803
6,18,40,1.494307711816201,1,3.9,0.16,0.14,30.23,1.1906288067029307
6,19,39,1.704139930634997,2,3.0,0.12,0.18,37.7,1.4302401584241886
3,20,20,-1.1169376779288176,2,3.8,0.25,0.09,48.44,-0.46002717182129055
5,15,46,0.34023050831282214,3,3.3,0.21,0.07,49.22,0.47179475153915695
7,16,35,0.7637807277803921,2,2.2,0.09,0.16,36.15,-0.14054536952627997
7,20,34,2.0694034226529014,1,4.2,0.13,0.12,67.31,1.1373818396537623
6,20,27,2.3802659690511176,1,2.9,0.09,0.19,59.56,2.202321180637131
7,17,28,1.8790001129839937,2,3.5,0.26,0.11,67.42,0.9510174549816728
7,16,47,-0.10663440213461403,2,1.9,0.08,0.1,61.8,-0.9924968423129749
5,20,37,0.4373750540622648,0,1.9,0.09,0.1,59.69,0.604912169162078
3,15,26,-0.8837907681301552,2,3.5,0.22,0.1,41.4,0.07244249867039375
6,12,43,-0.6040144763717604,0,2.0,0.23,0.08,54.72,-1.2054847105096487
3,10,31,-1.5832314975261423,2,3.1,0.18,0.09,40.6,-1.5249665128046592
6,21,43,1.1445873471182073,2,3.9,0.13,0.13,50.74,0.7912765538341675
3,12,33,-0.8837907681301552,3,4.0,0.15,0.23,34.5,0.07244249867039375
5,13,50,-1.019793132179375,2,4.4,0.25,0.14,53.78,-1.3918490951817382
7,21,32,0.5733774181114845,2,3.6,0.23,0.16,31.71,-0.3269097541983695
6,21,43,1.1445873471182073,0,3.7,0.21,0.17,50.56,0.7912765538341675
6,11,26,0.2819437808631566,2,2.2,0.22,0.15,39.19,-0.1937923365754484
7,15,39,0.5733774181114845,2,2.3,0.21,0.06,59.72,-0.3269097541983695
3,20,49,-0.41749694853283054,0,2.9,0.23,0.11,67.39,1.1373818396537623
3,17,21,-0.4990983669623623,0,2.3,0.23,0.09,33.47,0.9510174549816728
5,11,46,-1.0003642230294865,0,3.1,0.13,0.11,55.39,-1.365225611657154
5,11,27,-1.2140822236782602,2,3.7,0.09,0.13,43.05,-1.6580839304275803
5,19,36,0.6705219638609271,0,3.1,0.26,0.11,64.43,0.9243939714570886
4,21,23,0.6549788365410163,0,2.5,0.22,0.11,61.86,1.9094628618667047
5,13,45,-0.009489856385171387,0,3.9,0.17,0.1,52.15,-0.007427951903358899
4,13,37,-1.272368951127926,3,3.6,0.11,0.17,39.93,-1.3918490951817382
3,16,24,-0.9770495320496202,2,2.0,0.08,0.12,31.4,-0.14054536952627997
7,12,33,0.0021674891047617313,3,3.6,0.23,0.22,60.39,-0.886002908214638
6,19,41,0.81818167340008,0,2.5,0.1,0.06,38.03,0.41854778448998853
7,19,23,1.8517996401741497,3,3.2,0.2,0.1,61.39,0.9243939714570886
5,14,27,-0.10663440213461403,1,1.5,0.23,0.09,33.14,-0.14054536952627997
7,21,45,2.8582171341383757,3,3.4,0.24,0.1,44.17,1.9094628618667047
6,14,45,0.6549788365410163,1,2.0,0.06,0.13,58.01,0.23218339981789904
3,11,37,-1.0003642230294865,2,2.6,0.24,0.14,57.57,-0.1937923365754484
7,10,20,-0.37863913023305346,2,4.5,0.1,0.15,49.54,-1.258731677558817
7,12,32,0.6549788365410163,1,3.4,0.1,0.18,36.66,-0.24703930362461685
7,10,36,-0.6506438583314929,1,1.7,0.18,0.03,55.01,-1.5249665128046592
3,14,24,-1.3034552057677475,0,1.9,0.13,0.08,48.17,-0.886002908214638
5,16,24,0.20422814426360245,0,1.6,0.1,0.04,45.75,0.28543036686706746
5,13,32,-0.5146414942822731,3,3.0,0.07,0.16,55.8,-0.6996385235425485
4,19,38,-0.5107557124522955,2,3.9,0.2,0.2,52.93,-0.08729840247711154
4,13,23,-1.272368951127926,2,3.9,0.22,0.12,69.31,-1.3918490951817382
5,13,22,-1.019793132179375,3,2.6,0.12,0.16,37.21,-1.3918490951817382
3,21,20,-0.0794339293247701,1,4.5,0.09,0.21,59.55,1.9094628618667047
6,16,36,0.7016082185007488,1,3.7,0.15,0.12,33.66,0.28543036686706746
7,11,30,0.1109693803441375,0,1.6,0.04,0.1,54.43,-0.7795089741163012
7,11,39,0.1109693803441375,3,3.6,0.26,0.13,66.31,-0.7795089741163012
3,15,50,-0.7089305857811584,0,4.0,0.17,0.1,55.58,0.47179475153915695
7,12,20,-0.32423818461336557,1,2.5,0.15,0.2,65.26,-1.2054847105096487
3,13,50,-1.2218537873382156,2,3.9,0.11,0.15,44.91,-0.6996385235425485
4,12,39,-1.1635670598885501,0,3.7,0.12,0.21,36.95,-1.2054847105096487
3,20,33,-0.8837907681301552,1,3.6,0.18,0.21,65.38,0.07244249867039375
4,16,49,-0.29315192997354395,1,2.8,0.14,0.15,31.09,0.28543036686706746
6,17,26,0.8881257463396787,3,3.3,0.12,0.13,60.81,0.49841823506374117
5,17,42,1.0202423285589206,3,4.5,0.26,0.14,36.25,1.4036166748996044
6,15,40,0.1653703259638254,3,1.9,0.22,0.1,64.66,-0.3269097541983695
5,17,32,-0.6312149491816044,3,2.6,0.19,0.18,38.99,-0.8593794246900538
6,20,38,1.4476783298564684,0,1.9,0.13,0.12,56.05,1.1373818396537623
4,11,44,-0.9148770227699768,1,4.2,0.21,0.15,41.13,-0.7795089741163012
3,15,23,-1.4083713151771455,0,4.3,0.2,0.18,47.32,-1.125614259935896
4,14,45,-1.1946533145283718,3,1.6,0.11,0.13,57.75,-1.258731677558817
3,12,20,-1.1635670598885501,3,1.7,0.23,0.06,42.82,-0.5665211059196275
6,12,46,-0.32423818461336557,1,1.8,0.21,0.16,35.28,-0.886002908214638
3,21,41,-0.8138466951905565,2,3.1,0.17,0.16,31.42,0.23218339981789904
6,18,23,1.9139721494537931,0,3.9,0.09,0.15,34.48,1.6698515101454467
4,16,48,-1.0392220413292634,0,4.3,0.1,0.11,55.31,-0.9924968423129749
5,13,47,-1.019793132179375,1,3.7,0.2,0.18,52.52,-1.3918490951817382
3,11,22,-1.0003642230294865,1,1.6,0.09,0.09,53.92,-0.1937923365754484
3,12,34,-0.8837907681301552,2,4.0,0.22,0.22,33.38,0.07244249867039375
5,15,22,-0.24263676618383376,3,3.3,0.26,0.09,61.72,-0.3269097541983695
6,18,34,1.9139721494537931,1,2.7,0.18,0.15,60.7,1.6698515101454467
4,19,40,0.07988312570431585,1,1.8,0.17,0.05,51.17,0.9243939714570886
7,13,41,-0.5146414942822731,2,4.1,0.21,0.2,48.99,-1.3918490951817382
6,14,31,0.6549788365410163,3,3.1,0.11,0.1,32.14,0.23218339981789904
4,11,46,-0.5729282217319388,0,3.7,0.15,0.14,60.62,-0.1937923365754484
5,17,28,1.0202423285589206,3,2.8,0.14,0.12,51.48,1.4036166748996044
7,20,33,0.4373750540622648,1,3.8,0.19,0.19,67.29,-0.46002717182129055
3,19,29,-1.1752244053784833,3,2.8,0.09,0.1,40.92,-0.5931445894442117
5,10,38,-0.5340704034321617,2,4.2,0.18,0.12,52.08,-0.7262620070671327
7,17,29,1.4165920752166468,2,4.2,0.21,0.11,58.13,0.49841823506374117
7,19,45,2.3686086235611845,1,4.0,0.1,0.15,50.88,1.4302401584241886
4,14,26,-0.32423818461336557,0,3.7,0.19,0.1,30.63,0.23218339981789904
5,16,34,0.20422814426360245,1,3.2,0.16,0.18,51.3,0.28543036686706746
5,18,25,0.1653703259638254,0,3.1,0.09,0.19,52.54,0.23218339981789904
3,14,39,-1.3034552057677475,2,1.8,0.14,0.14,60.95,-0.886002908214638
4,14,22,-1.1946533145283718,2,4.4,0.13,0.12,36.77,-1.258731677558817
4,10,25,-1.5055158609265882,1,4.0,0.25,0.09,40.3,-1.7912013480505014
3,12,50,-1.1635670598885501,1,3.8,0.26,0.2,43.87,-0.5665211059196275
5,16,33,-0.728359494931047,2,2.8,0.26,0.2,36.86,-0.9924968423129749
3,12,48,-1.1635670598885501,2,1.9,0.18,0.18,42.26,-0.5665211059196275
5,11,37,-0.7866462223807126,1,2.5,0.15,0.18,53.43,-1.0723672928867274
5,11,20,-0.14549222043439108,3,3.3,0.07,0.08,55.73,-0.1937923365754484
3,16,45,-1.3500845877274799,0,2.8,0.25,0.07,68.17,-0.9924968423129749
3,13,23,-1.5249447700764767,1,2.4,0.14,0.06,45.65,-1.3918490951817382
5,15,49,0.6316641455611501,2,3.0,0.13,0.07,54.94,0.8711470044079201
6,15,34,-0.5340704034321617,2,2.0,0.16,0.11,58.16,-1.125614259935896
3,15,21,-1.2335111328281487,1,3.8,0.13,0.1,57.64,-0.7262620070671327
4,14,37,-1.1946533145283718,0,2.1,0.2,0.09,46.74,-1.258731677558817
7,13,28,0.5461769453016405,2,3.6,0.17,0.09,69.86,-0.3535332377229537
5,11,22,-0.7866462223807126,1,4.4,0.1,0.09,55.13,-1.0723672928867274
7,17,35,1.8790001129839937,2,3.7,0.17,0.22,66.2,0.9510174549816728
3,19,37,-0.5107557124522955,1,3.6,0.08,0.17,68.87,0.9243939714570886
7,10,39,0.4373750540622648,2,1.8,0.08,0.18,58.55,-0.46002717182129055
7,11,44,-0.18823582056414587,3,3.9,0.25,0.2,39.36,-1.0723672928867274
6,20,33,0.0487968710644942,2,2.9,0.19,0.1,44.14,-0.46002717182129055
7,17,36,0.4917759996819527,1,2.8,0.16,0.07,60.32,-0.4067802047721221
7,14,26,1.5253939664560225,1,4.4,0.18,0.2,47.86,0.604912169162078
4,13,32,-0.46412633049256297,3,3.8,0.09,0.1,69.9,-0.007427951903358899
3,17,38,-1.0936229869489513,1,2.4,0.07,0.06,62.38,-0.4067802047721221
3,13,30,-1.5249447700764767,2,4.3,0.1,0.19,57.62,-1.3918490951817382
5,13,25,-0.7672173132308241,2,2.5,0.14,0.14,49.17,-1.0457438093621432
3,20,38,-0.18435003873416816,0,1.9,0.09,0.06,45.95,1.6698515101454467
4,12,42,-1.3500845877274799,0,2.7,0.21,0.1,52.86,-1.5249665128046592
4,10,24,-1.3500845877274799,2,2.0,0.08,0.09,58.35,-1.5249665128046592
6,16,41,0.328573162822889,2,4.1,0.22,0.18,61.4,-0.14054536952627997
5,16,45,-0.10663440213461403,0,2.4,0.15,0.13,55.21,-0.14054536952627997
7,12,35,0.0021674891047617313,1,2.6,0.12,0.17,36.04,-0.886002908214638
4,18,30,-0.32423818461336557,1,2.4,0.17,0.13,56.88,0.23218339981789904
6,21,45,2.123804368272589,3,3.5,0.23,0.13,48.27,1.9094628618667047
5,16,37,-0.10663440213461403,1,1.9,0.24,0.17,48.32,-0.14054536952627997
3,12,25,-1.0236789140093527,2,2.9,0.1,0.19,41.66,-0.24703930362461685
4,12,22,-0.6040144763717604,0,4.2,0.19,0.15,56.49,-0.24703930362461685
7,19,49,0.81818167340008,1,3.6,0.15,0.17,43.54,-0.08729840247711154
3,11,45,-1.0003642230294865,0,2.6,0.15,0.18,61.88,-0.1937923365754484
7,13,42,0.8997830918296118,1,3.8,0.27,0.22,69.9,-0.007427951903358899
7,17,24,0.9541840374492997,2,3.3,0.21,0.2,48.45,0.04581901514580953
7,17,35,2.3414081507513407,2,4.3,0.21,0.18,42.71,1.4036166748996044
7,11,22,0.1109693803441375,1,2.1,0.1,0.06,50.57,-0.7795089741163012
7,16,32,-0.10663440213461403,2,3.5,0.11,0.17,38.84,-0.9924968423129749
6,18,22,1.9139721494537931,3,3.2,0.22,0.18,37.83,1.6698515101454467
5,18,31,-0.18435003873416816,1,2.9,0.12,0.09,61.15,-0.24703930362461685
4,14,33,-1.1946533145283718,0,2.1,0.12,0.06,54.69,-1.258731677558817
3,20,27,-0.6506438583314929,1,1.8,0.08,0.1,54.11,0.604912169162078
7,16,26,2.0694034226529014,0,3.9,0.19,0.19,61.43,1.1373818396537623
3,21,44,-1.058650950479152,3,2.3,0.24,0.18,35.55,-0.3269097541983695
5,11,34,-0.5729282217319388,2,1.8,0.19,0.04,58.59,-0.7795089741163012
4,20,26,-0.10663440213461403,2,2.8,0.16,0.1,62.79,0.604912169162078
4,21,27,0.0021674891047617313,1,3.4,0.18,0.12,50.49,0.7912765538341675
7,10,40,-0.6506438583314929,2,3.2,0.26,0.18,65.06,-1.5249665128046592
5,12,26,-0.41749694853283054,3,1.9,0.2,0.07,68.52,-0.5665211059196275
6,11,40,-0.23097942069390062,3,3.8,0.17,0.23,60.4,-0.7795089741163012
5,14,31,-0.10663440213461403,1,4.1,0.25,0.2,52.62,-0.14054536952627997
5,18,41,0.1653703259638254,3,4.1,0.16,0.1,59.79,0.23218339981789904
4,12,50,-0.7905320042106903,3,3.5,0.23,0.14,38.66,-0.5665211059196275
4,10,27,-1.0392220413292634,3,3.7,0.08,0.08,49.44,-0.9924968423129749
6,11,41,-0.48744102147242924,0,1.5,0.09,0.09,39.52,-1.0723672928867274
3,17,44,-0.4990983669623623,2,2.0,0.16,0.18,37.74,0.9510174549816728
3,17,28,-0.6972732402912254,0,3.3,0.16,0.1,46.95,0.49841823506374117
5,14,43,-0.9226485864299323,0,3.9,0.26,0.11,50.37,-1.258731677558817
7,19,20,1.3349906567871148,1,4.1,0.16,0.17,34.03,0.41854778448998853
6,11,22,0.025482180084627968,2,1.9,0.22,0.13,34.0,-0.48665065534587476
6,14,20,-0.32423818461336557,3,4.0,0.18,0.2,56.16,-0.886002908214638
5,14,50,-0.10663440213461403,0,3.2,0.14,0.12,49.99,-0.14054536952627997
7,16,29,0.328573162822889,0,2.1,0.17,0.11,45.31,-0.5665211059196275
6,15,42,-0.18435003873416816,3,3.4,0.08,0.08,43.59,-0.7262620070671327
4,12,40,-1.1635670598885501,3,1.7,0.07,0.13,61.7,-1.2054847105096487
3,15,47,-1.4083713151771455,3,2.2,0.16,0.05,57.99,-1.125614259935896
3,20,31,0.0487968710644942,3,1.8,0.14,0.08,41.3,2.202321180637131
4,17,45,0.3596594174627107,3,1.8,0.13,0.05,46.25,1.4036166748996044
6,11,36,0.025482180084627968,1,3.0,0.14,0.13,37.33,-0.48665065534587476
3,17,26,-0.30092349363349935,0,2.7,0.16,0.08,43.41,1.4036166748996044
6,12,42,0.5150906906618189,0,3.2,0.14,0.18,41.1,0.07244249867039375
3,12,20,-0.8837907681301552,2,2.4,0.05,0.07,58.22,0.07244249867039375
7,21,26,2.287007205131653,3,2.7,0.11,0.2,34.61,1.350369707850436
3,11,43,-1.256825823808015,1,3.3,0.23,0.13,36.71,-0.7795089741163012
4,13,45,-0.6661869856514037,3,4.2,0.25,0.17,65.2,-0.3535332377229537
5,16,21,0.5150906906618189,3,2.5,0.13,0.11,53.14,0.7114061032604149
4,21,23,-0.32423818461336557,1,1.6,0.11,0.13,45.05,0.23218339981789904
6,17,33,1.6808252396551306,2,3.9,0.23,0.09,61.08,1.4036166748996044
6,20,25,0.5150906906618189,0,3.5,0.16,0.08,35.43,0.07244249867039375
4,14,38,-0.10663440213461403,2,4.4,0.12,0.24,65.86,0.604912169162078
5,21,28,0.9813845102591436,0,2.6,0.1,0.12,55.97,1.350369707850436
7,19,27,1.3349906567871148,3,3.0,0.24,0.21,47.52,0.41854778448998853
4,16,33,0.20422814426360245,2,2.5,0.14,0.15,31.98,1.1373818396537623
3,11,23,-1.256825823808015,3,2.6,0.09,0.18,32.49,-0.7795089741163012
7,10,44,0.1653703259638254,2,1.7,0.19,0.15,67.42,-0.7262620070671327
6,14,30,0.6549788365410163,2,1.8,0.06,0.09,42.17,0.23218339981789904
4,17,34,0.09542625302422668,0,3.7,0.24,0.13,40.95,0.9510174549816728
3,11,50,-1.5132874245865435,1,2.4,0.15,0.1,45.03,-1.365225611657154
5,19,23,-0.06777658383483698,3,2.4,0.19,0.12,37.56,-0.08729840247711154
7,14,28,1.1445873471182073,2,1.9,0.07,0.08,49.33,0.23218339981789904
7,15,41,1.797398694554462,1,4.3,0.13,0.17,60.17,0.8711470044079201
3,20,36,-0.8837907681301552,1,3.2,0.17,0.17,55.64,0.07244249867039375
7,21,26,2.8582171341383757,3,3.6,0.09,0.11,37.3,1.9094628618667047
3,20,31,-0.18435003873416816,0,1.8,0.1,0.13,47.38,1.6698515101454467
3,10,20,-1.2335111328281487,3,4.1,0.11,0.09,58.58,-0.7262620070671327
5,20,35,1.214531420057806,2,3.5,0.22,0.08,30.83,1.6698515101454467
7,16,45,-0.10663440213461403,1,1.8,0.13,0.04,60.18,-0.9924968423129749
6,11,42,-0.23097942069390062,0,3.8,0.27,0.11,36.14,-0.7795089741163012
3,10,36,-1.1169376779288176,1,4.2,0.24,0.11,64.12,-0.46002717182129055
5,20,22,1.214531420057806,1,4.1,0.19,0.22,41.69,1.6698515101454467
7,10,22,0.4373750540622648,0,4.3,0.16,0.14,46.64,-0.46002717182129055
6,11,30,0.2819437808631566,2,3.7,0.24,0.16,50.26,-0.1937923365754484
4,15,34,-0.18435003873416816,1,2.0,0.19,0.06,39.82,0.47179475153915695
4,19,48,-0.5107557124522955,3,2.4,0.16,0.06,32.7,-0.08729840247711154
3,13,32,-0.7672173132308241,3,2.5,0.08,0.14,60.03,0.3386773339162359
6,11,48,-0.23097942069390062,1,3.3,0.09,0.09,66.7,-0.7795089741163012
3,13,47,-0.7672173132308241,1,2.6,0.18,0.06,59.49,0.3386773339162359
3,18,27,-0.39418225755296427,1,2.0,0.05,0.07,36.79,1.1906288067029307
4,20,48,-0.41749694853283054,0,2.7,0.17,0.17,54.73,0.07244249867039375
3,17,47,-0.8954481136200884,2,2.4,0.19,0.14,56.98,0.04581901514580953
6,21,20,0.1653703259638254,0,2.9,0.08,0.06,53.75,-0.3269097541983695
6,20,43,2.3802659690511176,3,2.2,0.06,0.18,67.7,2.202321180637131
4,19,28,0.6705219638609271,2,2.0,0.18,0.14,58.76,1.9360863453912889
5,15,29,-0.5340704034321617,0,3.9,0.24,0.11,69.23,-0.7262620070671327
7,20,22,1.5253939664560225,2,1.7,0.15,0.13,64.07,0.604912169162078
5,14,37,-0.6506438583314929,2,3.2,0.19,0.07,47.3,-0.886002908214638
6,16,26,-0.04446189285497074,1,4.1,0.24,0.14,55.09,-0.5665211059196275
7,11,42,0.1109693803441375,0,1.6,0.18,0.11,35.84,-0.7795089741163012
3,16,46,-0.41749694853283054,0,3.1,0.15,0.14,38.71,1.1373818396537623
3,19,37,-0.7322452767610247,2,3.2,0.25,0.14,38.66,0.41854778448998853
5,18,42,-0.18435003873416816,0,3.5,0.09,0.13,56.6,-0.24703930362461685
6,13,36,0.4451466177222202,0,2.4,0.15,0.12,30.79,-0.007427951903358899
7,14,32,-0.37863913023305346,1,1.7,0.14,0.14,66.32,-1.258731677558817
5,12,21,-0.18435003873416816,2,2.5,0.07,0.09,62.52,-0.24703930362461685
6,20,35,0.5150906906618189,0,3.8,0.1,0.11,65.77,0.07244249867039375
4,12,38,-0.6040144763717604,0,3.5,0.24,0.19,66.65,-0.24703930362461685
6,14,29,-0.32423818461336557,3,2.7,0.18,0.17,47.95,-0.886002908214638
3,13,22,-0.9187628045999546,1,2.4,0.16,0.15,44.1,-0.007427951903358899
